carat,cut,color,clarity,depth,table,price,x,y,z
0.3,Ideal,F,VS2,62.8,56,776,4.31,4.29,2.7
0.31,Ideal,I,SI1,60.8,56,436,4.38,4.41,2.67
0.55,Ideal,D,VS2,62.8,57,1894,5.27,5.24,3.3
0.41,Premium,I,VVS1,61.9,57,1107,4.82,4.78,2.97
0.3,Ideal,E,VS2,62.3,56,844,4.34,4.3,2.69
1.2,Good,F,VVS1,63.6,57,10982,6.71,6.74,4.28
0.31,Premium,H,VVS2,61.2,60,802,4.39,4.37,2.68
0.8,Ideal,H,IF,61.1,56,3774,6.02,5.96,3.66
1.13,Ideal,F,SI1,59.6,57,6391,6.83,6.79,4.06
0.54,Premium,D,VS2,60.9,58,1993,5.31,5.27,3.22
0.53,Very Good,J,VS2,62.4,58,1124,5.15,5.24,3.24
0.31,Good,E,SI1,63.9,56,544,4.27,4.31,2.74
1.1,Very Good,H,SI1,63.5,55,4682,6.55,6.49,4.14
1.53,Ideal,F,SI1,62,56,11229,7.43,7.38,4.59
0.5,Ideal,E,VS2,62.1,55,1554,5.11,5.13,3.18
0.41,Ideal,H,VS2,61.7,56,1163,4.77,4.79,2.95
1,Premium,D,SI2,60.3,58,4295,6.48,6.45,3.9
0.7,Premium,D,VS1,62.5,59,3365,5.69,5.64,3.54
0.7,Very Good,I,SI2,61.8,58,1977,5.65,5.71,3.51
0.72,Ideal,G,VVS1,62.2,54.4,3492,5.73,5.76,3.57
1.05,Ideal,D,SI2,61.9,56,5204,6.53,6.5,4.03
0.46,Fair,I,VS1,65.6,57,972,4.85,4.82,3.17
0.46,Ideal,H,IF,62.2,55,1450,4.94,4.99,3.09
0.48,Very Good,F,VS2,61.1,58,1251,5.05,5.11,3.11
0.3,Ideal,E,VVS2,61.8,56,789,4.31,4.33,2.67
0.39,Very Good,G,VS1,60.3,59,790,4.71,4.77,2.86
1.67,Premium,H,SI2,61.6,57,9625,7.66,7.61,4.7
1,Very Good,D,IF,63.3,59,16073,6.37,6.33,4.02
0.4,Good,F,I1,63.3,60.4,491,4.64,4.68,2.95
0.55,Very Good,D,VS1,59.5,56,2251,5.35,5.38,3.19
1.07,Ideal,E,SI1,61.4,57,5537,6.59,6.53,4.03
0.32,Premium,E,SI1,61.9,59,561,4.36,4.39,2.71
0.97,Good,H,SI1,62.1,60,4020,6.24,6.29,3.89
0.79,Very Good,E,VVS1,62.8,60,4570,5.8,5.89,3.67
0.54,Ideal,G,VVS2,61.2,56,1914,5.25,5.28,3.22
0.71,Very Good,G,VS2,60.9,56,2895,5.75,5.78,3.51
0.38,Ideal,G,VS1,60.8,56,833,4.66,4.71,2.85
0.48,Ideal,G,SI1,61.6,55,1145,5.06,5.1,3.13
0.51,Premium,D,SI1,62.7,59,1574,5.08,5.06,3.18
0.42,Ideal,I,VVS1,62,55,945,4.88,4.8,3
0.9,Very Good,D,SI1,62.8,59,4068,6.06,6.1,3.82
0.7,Ideal,G,VVS2,60.3,57,3191,5.75,5.83,3.49
0.85,Ideal,F,VS2,62.4,57,3641,6.13,6.01,3.79
0.43,Good,J,SI2,63.7,57,490,4.76,4.79,3.04
0.31,Ideal,H,SI2,61.1,56,421,4.4,4.42,2.69
0.31,Ideal,G,SI1,62.1,54,493,4.34,4.36,2.7
0.54,Premium,F,VS2,59.4,57,1786,5.35,5.29,3.16
0.52,Ideal,D,VS2,62.1,57,1774,5.13,5.17,3.2
0.4,Ideal,I,VS2,61.7,57,770,4.73,4.77,2.93
0.52,Very Good,D,SI1,61.6,58,1429,5.14,5.22,3.19
0.4,Premium,E,VS1,62.8,59,1125,4.67,4.63,2.92
0.4,Ideal,J,VS2,62.2,54,599,4.75,4.8,2.97
1.03,Premium,J,VS1,61.8,58,3957,6.51,6.41,3.99
0.49,Premium,E,SI2,61.7,57,949,5.08,5.06,3.13
0.54,Ideal,G,VVS2,62.1,56,1985,5.19,5.22,3.23
2.08,Ideal,J,SI1,61.6,58,13038,8.15,8.22,5.04
2.01,Ideal,F,SI2,60,56,17220,8.17,8.22,4.92
0.4,Ideal,G,VVS2,61.5,57,1172,4.74,4.76,2.92
0.31,Ideal,G,IF,61.8,56,891,4.33,4.37,2.69
1.16,Very Good,J,VS2,63.7,56,4323,6.63,6.68,4.24
0.71,Premium,D,SI2,59.7,60,2235,5.84,5.79,3.47
0.42,Very Good,I,IF,60.1,58,938,4.83,4.88,2.92
1.01,Premium,D,IF,61.6,56,16234,6.46,6.43,3.97
0.56,Ideal,E,VVS2,61.7,56,2712,5.31,5.33,3.28
0.6,Ideal,D,SI2,61.3,59,1338,5.42,5.48,3.34
1.2,Very Good,E,VS1,59.4,56,9904,6.94,7,4.14
1.5,Premium,I,SI1,62.3,57,7955,7.28,7.22,4.52
2.03,Premium,H,I1,59.4,59,7421,8.31,8.22,4.91
0.3,Ideal,F,VS2,62.3,55,573,4.3,4.34,2.69
0.27,Very Good,F,VVS1,61.8,56,682,4.15,4.17,2.57
0.55,Ideal,H,VVS1,61.6,55,2303,5.26,5.29,3.25
1.09,Very Good,D,SI2,63.4,59,3742,6.59,6.54,4.16
0.31,Very Good,H,VVS1,58.5,59,755,4.45,4.5,2.62
0.7,Very Good,G,VS2,63.5,57,2331,5.68,5.66,3.6
1.5,Very Good,H,SI1,61.5,62,8791,7.24,7.3,4.47
1.08,Ideal,H,VS2,60.3,57,6411,6.67,6.7,4.03
1.26,Ideal,G,VVS1,62.1,57,10916,7.01,6.91,4.32
0.9,Very Good,D,SI1,59.6,62,4693,6.19,6.22,3.7
0.56,Ideal,H,VVS2,62.1,57,1745,5.26,5.3,3.27
0.3,Very Good,H,VS1,63,58,526,4.23,4.28,2.68
0.3,Ideal,H,VVS2,62.5,55,581,4.29,4.32,2.69
1.7,Premium,J,SI2,63,60,7650,7.59,7.53,4.76
1,Very Good,D,VS2,63.4,59,5169,6.35,6.3,4.01
0.55,Very Good,H,VVS1,61.1,57,1881,5.26,5.35,3.24
1.54,Premium,G,SI1,63,59,8176,7.31,7.26,4.59
0.31,Ideal,G,SI2,62,55,391,4.34,4.37,2.7
0.71,Premium,I,VS1,61.8,58,2306,5.72,5.76,3.55
0.41,Very Good,F,VS2,63.2,57,1107,4.76,4.74,3
0.51,Premium,G,VVS2,60.9,61,2035,5.17,5.11,3.13
0.38,Very Good,D,VVS2,63.8,57,1030,4.57,4.61,2.93
1,Premium,H,SI1,59,60,4389,6.52,6.56,3.86
0.75,Ideal,F,VVS2,61.9,54,3710,5.83,5.84,3.61
0.5,Ideal,G,VVS2,61.2,56,1838,5.1,5.13,3.13
1.27,Ideal,G,VVS2,62.4,53.3,10342,6.94,6.95,4.33
1.04,Very Good,H,SI1,62.8,57,4564,6.44,6.48,4.06
0.24,Very Good,E,VVS2,60.8,58,552,3.99,4.03,2.44
0.33,Ideal,E,VS2,61.9,56,928,4.46,4.43,2.75
1.03,Ideal,G,VS1,61.7,56,7587,6.47,6.53,4.01
0.36,Ideal,G,VVS1,60.9,55,1056,4.64,4.68,2.84
1.34,Premium,G,VS2,61,60,7780,7.13,7.07,4.33
1.05,Ideal,J,SI1,62.3,56,4253,6.47,6.5,4.04
0.4,Premium,F,SI1,61.7,59,769,4.75,4.72,2.92
0.3,Ideal,G,VS2,62.6,58,545,4.25,4.28,2.67
0.5,Good,E,SI2,58.3,58,1101,5.23,5.2,3.04
0.93,Good,J,VS2,63.6,61,3000,6.16,6.08,3.89
0.7,Premium,F,SI1,60.5,58,2264,5.77,5.84,3.51
0.31,Very Good,F,VVS1,62.4,60,897,4.28,4.31,2.68
0.27,Ideal,E,VS1,61.6,56,470,4.14,4.17,2.56
0.4,Ideal,G,VVS2,62.4,57,917,4.7,4.73,2.94
0.91,Premium,G,VVS2,61.8,58,5167,6.24,6.16,3.83
0.31,Ideal,J,VVS2,60.3,60,476,4.4,4.45,2.67
0.55,Ideal,J,VS2,60.4,58,1133,5.29,5.34,3.21
0.38,Ideal,D,VS1,62.1,53.9,1092,4.65,4.67,2.9
0.42,Ideal,J,VS1,62.7,57,723,4.75,4.79,2.99
1.18,Ideal,I,VS1,62.2,55,6272,6.8,6.77,4.22
1.04,Ideal,I,VS1,62.9,43,4997,6.45,6.41,4.04
0.76,Very Good,G,SI1,62.6,56,2652,5.86,5.9,3.68
0.82,Ideal,F,VS2,61.3,56,4931,6.02,6.05,3.7
0.58,Ideal,E,VVS2,61.8,57,2694,5.37,5.4,3.33
1.22,Ideal,H,VS1,62.3,55,7418,6.8,6.84,4.25
0.7,Ideal,H,SI1,62.1,56,2113,5.74,5.67,3.54
0.93,Very Good,H,SI2,61.9,57,3452,6.25,6.31,3.89
0.31,Premium,G,VS1,61.8,59,802,4.35,4.32,2.68
1.09,Premium,H,SI1,62.4,59,5219,6.53,6.48,4.06
1.52,Good,J,VS2,63.5,58,7370,7.24,7.28,4.61
0.72,Ideal,H,VVS2,60.9,56,3475,5.78,5.84,3.54
0.58,Premium,G,VS1,61.5,58,1984,5.41,5.35,3.31
1.04,Ideal,F,SI1,60.9,56,5795,6.61,6.56,4.01
0.59,Ideal,D,VS2,61.9,56,2103,5.39,5.34,3.32
0.93,Very Good,D,SI1,60.8,60,3880,6.24,6.3,3.81
0.38,Very Good,D,SI2,62.1,55,633,4.62,4.65,2.88
0.5,Ideal,E,SI1,62.3,56,1410,5.06,5.12,3.17
0.74,Ideal,E,SI2,59.2,59,2501,5.92,5.97,3.52
0.37,Very Good,G,VVS2,59.9,55,774,4.71,4.75,2.83
0.51,Very Good,D,VS1,63.3,57,1882,5.07,5.1,3.22
1.16,Premium,H,SI1,61.2,58,5454,6.76,6.81,4.15
0.32,Ideal,H,VVS2,61.2,56,828,4.43,4.4,2.7
0.39,Premium,E,SI1,59.1,59,860,4.81,4.76,2.83
0.59,Ideal,G,VVS2,61,57,2024,5.41,5.44,3.31
1.15,Ideal,I,VS1,61.3,56,5930,6.74,6.76,4.14
1.05,Good,D,SI1,63.7,59,6174,6.42,6.38,4.08
1.28,Ideal,G,VS1,61.7,55,9342,6.97,7.02,4.32
1.71,Premium,G,SI2,60.9,58,11351,7.72,7.68,4.69
1.02,Ideal,G,VS2,62.5,57,6352,6.41,6.45,4.02
0.71,Fair,J,VS2,64.4,56,1826,5.64,5.6,3.62
1.06,Premium,D,SI2,62.5,56,5393,6.61,6.47,4.09
0.81,Very Good,F,SI1,61.7,57,2858,6,6.05,3.72
0.71,Very Good,D,SI1,63.2,56,2652,5.69,5.73,3.61
0.51,Very Good,H,VS1,62.5,58,1343,5.09,5.12,3.19
0.4,Good,E,SI1,63.8,56,687,4.7,4.74,3.01
0.38,Ideal,H,VVS2,62.1,53.9,832,4.64,4.69,2.9
0.71,Ideal,H,VS1,62.2,57,2559,5.66,5.73,3.54
0.3,Very Good,F,VVS1,58.1,61,858,4.39,4.42,2.56
0.5,Very Good,E,VS2,62.4,57,1568,5.01,5.03,3.13
1.11,Good,I,VS2,63.6,58,5054,6.57,6.52,4.16
1.21,Very Good,J,VS1,62.6,57,5452,6.71,6.8,4.23
0.3,Premium,H,VVS1,60.7,58,796,4.38,4.35,2.65
1,Very Good,F,SI1,62.5,56,4643,6.38,6.42,4
0.53,Ideal,H,SI1,62.2,54,1205,5.18,5.23,3.24
0.77,Very Good,I,SI2,60.8,56,2159,5.89,5.92,3.59
1.61,Very Good,I,SI2,60.9,63,7636,7.5,7.54,4.58
1.01,Ideal,F,SI2,61.4,56,4239,6.46,6.51,3.98
0.39,Premium,E,VS2,60.9,60,1121,4.71,4.68,2.86
1.02,Fair,H,I1,61.5,60,2999,6.4,6.34,3.92
0.54,Ideal,I,IF,60.8,56,1669,5.28,5.37,3.24
1.53,Premium,H,SI1,61,61,10659,7.45,7.4,4.53
0.3,Ideal,H,SI1,62,58,407,4.25,4.33,2.66
0.91,Premium,E,SI2,61.1,59,3639,6.24,6.2,3.8
0.23,Good,E,VS2,61.8,63,357,3.88,3.89,2.4
1.11,Premium,H,VS2,62.4,58,5550,6.69,6.57,4.14
1,Good,H,SI1,56.8,65,4086,6.61,6.49,3.72
0.33,Ideal,G,IF,61,57,925,4.45,4.48,2.72
0.4,Ideal,F,VS2,62.7,56,1080,4.77,4.73,2.98
0.53,Very Good,J,SI1,62.7,54,1014,5.17,5.23,3.26
0.52,Good,E,SI2,63.7,56,1229,5.15,5.12,3.27
0.54,Ideal,H,VVS1,60.4,55,1846,5.27,5.32,3.2
0.3,Premium,I,VS1,62.9,59,608,4.3,4.22,2.68
0.71,Premium,G,SI1,61.2,61,2386,5.71,5.66,3.48
1.12,Ideal,E,SI2,62,57,5546,6.61,6.63,4.11
0.7,Premium,F,SI1,62.5,59,2354,5.67,5.65,3.54
0.23,Ideal,F,VVS2,61.6,54,650,3.97,3.99,2.45
1.01,Premium,G,SI2,62.5,60,4249,6.34,6.39,3.98
0.4,Premium,D,VS2,59.1,57,1050,4.87,4.81,2.86
0.9,Premium,H,VS2,61.6,58,4032,6.26,6.18,3.83
1.01,Premium,F,SI1,61.9,58,4412,6.38,6.34,3.94
0.4,Ideal,D,VS2,62.2,54,891,4.73,4.76,2.95
1.2,Premium,H,VS2,62.4,57,6048,6.73,6.67,4.18
0.53,Very Good,D,VVS1,61.2,55,3307,5.21,5.26,3.21
1.21,Good,J,IF,62.1,60,6299,6.81,6.87,4.25
0.5,Ideal,E,SI1,60.6,57,1250,5.19,5.14,3.13
0.9,Very Good,E,VVS2,62,55,6466,6.08,6.17,3.8
1.23,Premium,G,SI2,62.1,58,4918,6.85,6.8,4.24
1.01,Premium,G,VVS2,60.9,59,6968,6.59,6.54,4
0.84,Premium,E,VS2,62.4,60,3591,5.98,6.04,3.75
1.01,Ideal,H,SI2,62,57,4825,6.4,6.43,3.98
0.52,Ideal,H,SI2,61,55,1054,5.19,5.23,3.18
0.71,Ideal,E,VS2,62,56,3304,5.72,5.75,3.55
0.3,Very Good,G,VS2,61.8,60,505,4.29,4.25,2.64
0.3,Very Good,E,VVS2,60.8,60,789,4.27,4.31,2.61
0.8,Ideal,F,SI2,59.9,59,2762,6.01,6.07,3.62
0.51,Ideal,H,IF,59.6,59,2063,5.2,5.24,3.11
0.4,Ideal,G,VS2,62.4,54,792,4.74,4.75,2.96
0.74,Premium,F,SI2,61.4,57,2328,5.82,5.8,3.57
0.25,Premium,E,VVS1,62.9,59,740,4.02,3.99,2.52
0.73,Ideal,I,SI2,62.4,56,2218,5.74,5.77,3.59
0.7,Premium,H,VVS2,61,57,2596,5.76,5.72,3.5
