carat,cut,color,clarity,depth,table,price,x,y,z
0.39,Premium,E,VVS2,59.5,58,1126,4.77,4.74,2.83
0.31,Ideal,D,SI1,61,57,732,4.41,4.38,2.68
1.2,Premium,F,SI2,62.5,59,5332,6.74,6.68,4.2
2.33,Very Good,I,SI1,60.7,56,18119,8.55,8.61,5.21
0.79,Very Good,E,VS1,62.2,55,3827,5.95,6.01,3.72
0.9,Very Good,H,VS2,63.6,58,4258,6.1,6.14,3.89
0.32,Premium,D,SI1,60.9,60,589,4.39,4.41,2.68
1.24,Ideal,H,SI1,61.3,57,6254,6.95,6.89,4.24
2.38,Very Good,J,VS2,62.6,59,16126,8.49,8.52,5.32
1.02,Ideal,G,VVS2,61.1,57,8042,6.51,6.48,3.97
1.07,Ideal,G,VVS2,62.8,54,8212,6.51,6.55,4.1
0.31,Ideal,F,VS2,61.3,55,591,4.35,4.39,2.68
1.01,Fair,E,SI2,60,60,3801,6.48,6.38,3.86
0.51,Ideal,D,VS2,61.9,55,1882,5.13,5.11,3.17
1.01,Premium,F,SI2,61.7,58,3846,6.46,6.41,3.97
0.7,Very Good,F,VVS2,62.5,58,3247,5.63,5.67,3.53
0.33,Ideal,F,VVS2,60.7,56,761,4.46,4.5,2.72
1.18,Ideal,H,SI2,61.2,57,5182,6.81,6.86,4.18
1.5,Very Good,J,VS2,62.4,60,7402,7.21,7.32,4.53
1.01,Very Good,D,IF,63.3,55,12581,6.36,6.28,4
0.31,Premium,D,SI2,61.8,60,593,4.37,4.33,2.69
1.01,Very Good,F,SI2,62.3,59,4384,6.31,6.37,3.95
1.53,Premium,I,VS2,62,58,10013,7.36,7.41,4.58
0.9,Good,H,SI2,62.4,61,3160,6.03,6.11,3.79
0.92,Ideal,E,SI2,62.2,56,3941,6.24,6.2,3.87
0.7,Good,F,SI2,62.2,59,2062,5.62,5.64,3.5
0.78,Ideal,H,VVS2,61.7,55,3015,5.9,5.94,3.65
0.35,Ideal,G,VS1,61.9,55,706,4.52,4.53,2.8
1,Good,D,SI2,58.1,65,4427,6.54,6.48,3.78
0.8,Ideal,G,VS1,61.1,57,4388,5.97,6,3.65
1.08,Ideal,H,SI2,62.1,56,4344,6.54,6.6,4.08
0.31,Very Good,G,VS2,62.6,57,544,4.3,4.32,2.7
1.51,Premium,E,SI1,63,58,8836,7.4,7.27,4.62
0.24,Very Good,D,VVS2,61.3,58,485,3.99,4.03,2.46
1.05,Ideal,G,VS1,62.2,53,7270,6.51,6.55,4.06
0.78,Ideal,F,SI1,61,55,3036,6,5.96,3.65
0.52,Ideal,F,VS2,61.1,56,1625,5.19,5.23,3.18
0.91,Premium,E,VS2,62.8,59,4739,6.17,6.15,3.87
0.33,Ideal,G,VVS2,61.7,55,965,4.46,4.42,2.74
0.52,Ideal,G,VS1,62.1,54,1743,5.17,5.14,3.2
0.34,Ideal,D,VS1,62.6,56,961,4.52,4.49,2.82
1.6,Ideal,F,SI2,62.8,56,7616,7.46,7.41,4.69
0.41,Ideal,F,VS1,61.3,55,1076,4.83,4.79,2.95
0.39,Premium,E,VS2,60.9,60,1121,4.71,4.68,2.86
0.5,Ideal,F,SI2,60.5,56,1118,5.17,5.19,3.14
0.36,Ideal,I,SI1,61.7,55,505,4.58,4.62,2.84
1.21,Good,G,VS1,63.7,57,6025,6.73,6.67,4.27
1.11,Premium,G,SI1,60.9,59,4096,6.69,6.64,4.07
0.54,Ideal,D,SI1,61.5,56,1662,5.23,5.25,3.22
0.51,Premium,H,SI2,60,62,964,5.18,5.15,3.1
0.31,Good,E,SI1,63.1,57,544,4.3,4.35,2.73
1.03,Ideal,E,VS1,59.5,57,7477,6.6,6.62,3.93
0.5,Premium,F,VS2,62.2,59,1436,5.06,5.1,3.16
0.56,Ideal,F,SI2,61.4,57,1279,5.3,5.33,3.26
1.5,Very Good,F,VS2,59.7,56,13537,7.42,7.46,4.44
0.5,Very Good,G,VVS2,60.7,57,1838,5.1,5.14,3.11
1.63,Ideal,H,SI2,62.4,57,7923,7.59,7.52,4.71
0.31,Ideal,I,IF,61.3,57,837,4.4,4.34,2.68
0.32,Ideal,E,VVS1,61.6,56,827,4.37,4.43,2.71
0.71,Very Good,G,SI1,62.9,56,2184,5.68,5.73,3.59
0.73,Very Good,F,SI1,61.3,56,3023,5.78,5.84,3.56
1.6,Very Good,D,SI2,60.6,58,10646,7.55,7.61,4.59
1,Good,H,SI1,61.5,64,4568,6.38,6.41,3.93
0.8,Premium,J,SI2,61.4,57,2074,5.99,5.93,3.66
0.3,Ideal,E,VS2,61.8,55,673,4.32,4.33,2.68
1.51,Ideal,J,VS2,61.1,57,8033,7.36,7.3,4.48
1.52,Fair,H,SI2,65,57,7388,7.12,7.09,4.62
0.43,Ideal,D,VVS1,62.3,56,1659,4.82,4.81,3
1.77,Ideal,D,SI2,61.8,57,13026,7.77,7.71,4.78
0.71,Ideal,G,SI1,61.6,57,2738,5.72,5.76,3.53
1,Very Good,F,SI1,63.3,58,5528,6.28,6.39,4.01
0.9,Premium,E,SI1,61.1,58,4106,6.22,6.26,3.81
1.24,Ideal,G,VS1,60.1,58,9123,7.03,6.97,4.21
0.51,Premium,G,SI1,61.4,58,1071,5.17,5.14,3.16
0.72,Very Good,F,SI1,63.4,58,2670,5.69,5.66,3.6
0.51,Ideal,H,SI1,59.8,57,1154,5.22,5.25,3.13
0.41,Ideal,D,SI1,61.4,56,791,4.77,4.8,2.94
1.01,Ideal,F,I1,62.2,54,3377,6.42,6.44,4
0.95,Fair,D,SI2,64.4,60,3384,6.06,6.02,3.89
0.9,Very Good,F,SI1,62.3,55,3950,6.14,6.18,3.84
0.32,Premium,H,VS2,60.6,58,648,4.47,4.44,2.7
0.9,Good,G,I1,63.6,61,2226,6.03,6.07,3.85
0.63,Ideal,H,VS2,62.1,54,1641,5.51,5.54,3.43
0.55,Ideal,I,VS1,62.2,55,1238,5.26,5.29,3.28
0.4,Premium,E,SI1,61.4,58,882,4.81,4.77,2.94
0.58,Ideal,D,VS2,60.8,57,2590,5.4,5.42,3.29
0.27,Very Good,E,VVS2,60.5,60,544,4.19,4.2,2.54
0.33,Ideal,G,SI1,61.3,56,475,4.45,4.49,2.74
0.46,Very Good,I,VS2,62.3,57,918,4.87,4.92,3.05
0.75,Ideal,E,VS1,61.8,55,3086,5.85,5.87,3.62
0.58,Ideal,G,SI2,61.5,55,1276,5.38,5.42,3.32
0.52,Ideal,E,VS1,61.4,57,2512,5.21,5.18,3.19
1.2,Good,G,VS2,62.2,58,7380,6.72,6.76,4.19
0.23,Very Good,E,IF,59.9,58,492,3.98,4.03,2.4
0.28,Very Good,D,VVS2,64,56,532,4.14,4.17,2.66
0.72,Ideal,F,VS2,62.2,56,2956,5.75,5.73,3.57
0.36,Premium,E,VS2,62,57,1080,4.57,4.52,2.82
1.29,Ideal,G,VS2,62.9,57,7080,6.91,6.89,4.34
0.3,Ideal,F,IF,61.4,56,886,4.32,4.34,2.66
0.71,Very Good,D,VS1,64.1,57,3332,5.64,5.66,3.62
1.38,Premium,H,SI2,62.1,60,6646,7.13,7.08,4.41
0.3,Ideal,I,VVS1,62.1,54,540,4.29,4.31,2.67
0.36,Premium,D,VS2,59.1,58,1094,4.68,4.63,2.75
1.51,Premium,G,VS1,62.4,60,12948,7.34,7.3,4.57
0.3,Ideal,H,SI1,62.2,57,450,4.27,4.31,2.67
0.9,Ideal,I,SI1,62.3,57,3455,6.12,6.15,3.82
1.07,Premium,G,VS2,60.1,60,6022,6.76,6.6,3.99
0.7,Very Good,E,SI2,62,59,2263,5.61,5.68,3.5
0.38,Ideal,I,VVS2,62.6,54,983,4.65,4.62,2.9
0.77,Good,D,VS2,64.3,56,3428,5.84,5.77,3.73
0.66,Very Good,E,VS2,63.3,56.3,2443,5.47,5.55,3.48
1.52,Ideal,I,SI2,60.2,57,7661,7.47,7.38,4.47
1.26,Premium,H,SI1,62.2,58,6664,6.93,6.87,4.29
0.39,Good,G,VVS2,63.4,57,894,4.62,4.65,2.94
2.15,Ideal,I,SI2,61.7,55,14388,8.24,8.43,5.14
0.23,Very Good,E,VVS2,61.1,58,505,3.93,3.99,2.42
1.22,Ideal,I,SI1,60.8,57,5602,6.95,6.89,4.21
0.41,Ideal,F,VS2,61.4,55,1107,4.83,4.78,2.95
0.58,Premium,D,SI1,60.2,58,1879,5.46,5.37,3.26
0.31,Ideal,H,VVS1,61.2,58,671,4.35,4.38,2.67
0.65,Ideal,F,VS1,62.2,57,2340,5.6,5.53,3.46
0.9,Good,E,SI2,64.1,57,3084,6.09,6.07,3.9
0.37,Premium,G,VS2,62.8,60,833,4.59,4.55,2.87
0.36,Premium,E,VS2,62.3,58,1013,4.55,4.51,2.82
1.72,Premium,H,SI1,62.9,58,13078,7.63,7.59,4.79
0.74,Good,D,SI1,63.1,59,2753,5.71,5.74,3.61
0.54,Ideal,E,VS1,61,56,2041,5.35,5.24,3.23
1.23,Very Good,H,SI2,63.2,58,4711,6.8,6.74,4.28
0.79,Ideal,F,SI1,62.5,57,2976,5.88,5.92,3.69
0.42,Ideal,E,SI1,62.3,57,773,4.76,4.8,2.98
0.38,Ideal,G,SI1,62.1,54,969,4.67,4.64,2.9
0.43,Very Good,D,SI1,62.9,56,760,4.78,4.83,3.02
1.1,Ideal,H,SI1,61.6,57,5278,6.63,6.61,4.08
0.9,Very Good,G,SI2,63.3,59,3107,6.12,6.07,3.86
1.51,Premium,G,VS2,62.7,58,12756,7.2,7.31,4.55
0.3,Very Good,I,VS1,63.5,57,608,4.29,4.24,2.71
0.5,Premium,E,VS2,61.3,60,1746,5.11,5.07,3.12
0.24,Ideal,G,IF,61.6,57,559,3.99,4.02,2.46
0.43,Fair,H,SI1,62.7,66,984,4.78,4.72,2.98
1.71,Ideal,J,SI1,62.8,57,6320,7.58,7.55,4.75
1.1,Premium,E,SI1,62.9,58,5773,6.62,6.55,4.14
0.3,Ideal,D,SI1,62.4,54,508,4.32,4.34,2.7
0.3,Premium,F,VS2,62.2,58,605,4.28,4.31,2.67
1.24,Very Good,F,VS1,59,60,9885,7,7.07,4.15
1,Premium,H,VS2,60.4,58,4984,6.51,6.46,3.92
0.51,Premium,F,VVS2,62.3,58,2056,5.1,5.08,3.17
1.14,Ideal,G,IF,61.1,57,10313,6.7,6.76,4.11
1.15,Good,H,SI1,60.2,61,5005,6.74,6.84,4.09
0.83,Ideal,F,VS1,62,57,4030,6.02,5.97,3.72
1.08,Premium,G,SI2,59.3,61,3701,6.66,6.61,3.94
0.32,Ideal,D,VVS1,61.8,56,1140,4.41,4.39,2.72
0.5,Very Good,G,VS2,62,57,1351,5.04,5.12,3.15
0.36,Ideal,H,VVS2,61.3,55,705,4.62,4.64,2.84
1.56,Very Good,F,SI1,61,58,12207,7.41,7.48,4.54
0.32,Ideal,G,VS1,61.2,56,828,4.44,4.42,2.71
0.34,Ideal,F,SI1,63,54,727,4.5,4.48,2.83
0.41,Ideal,I,VVS2,62.3,56,827,4.73,4.77,2.96
0.77,Good,I,VS1,64.1,55,2184,5.8,5.86,3.73
1.55,Very Good,E,SI1,60.1,58,11764,7.5,7.55,4.52
1,Good,H,SI1,57.9,54,4469,6.68,6.62,3.85
1.18,Premium,E,I1,62.5,58,3965,6.75,6.62,4.18
0.71,Ideal,I,SI1,61.9,55,2313,5.7,5.74,3.54
1.51,Very Good,G,VS2,63.5,57,12872,7.23,7.19,4.58
0.5,Good,E,SI1,63.6,56,1188,5.03,5,3.19
1.1,Ideal,D,VVS2,62,57,11132,6.57,6.62,4.09
1.26,Premium,D,SI2,61.9,58,5412,6.88,6.81,4.24
1.2,Very Good,I,VVS2,61.7,63,5107,6.72,6.7,4.13
0.53,Ideal,D,VS2,61.2,57,1857,5.2,5.26,3.2
0.38,Ideal,F,VVS1,62.4,53,1096,4.63,4.67,2.9
0.52,Very Good,F,SI1,62.6,58,1267,5.11,5.14,3.21
0.39,Ideal,F,VS2,60,57,1053,4.76,4.7,2.84
0.34,Premium,E,SI1,61.9,59,596,4.44,4.48,2.76
0.51,Good,E,SI1,63.6,58,1434,5,4.97,3.17
0.91,Premium,G,SI2,61.3,60,3423,6.17,6.2,3.79
1.14,Ideal,E,VVS2,62.3,55,10703,6.71,6.68,4.17
0.58,Ideal,G,VS1,60.6,56,1899,5.43,5.48,3.3
1.3,Premium,G,VS2,60.9,60,9051,6.99,7.04,4.27
0.91,Very Good,F,SI1,60.4,59,4437,6.22,6.26,3.77
0.42,Very Good,F,SI2,61.5,59,710,4.81,4.85,2.97
0.5,Premium,G,VS1,60.9,58,1746,5.23,5.09,3.14
1.02,Ideal,G,SI1,62.1,55,5426,6.46,6.49,4.02
0.7,Fair,E,VS1,64.5,57,2964,5.59,5.55,3.59
0.32,Premium,H,VVS1,61.5,59,936,4.41,4.37,2.7
0.9,Good,G,VS2,63.2,58,3976,6.09,6.16,3.87
0.91,Ideal,G,SI1,61.9,56,4731,6.22,6.18,3.84
0.3,Premium,I,VS1,60.8,59,608,4.32,4.3,2.62
0.41,Premium,G,SI1,61.3,60,719,4.75,4.81,2.93
1.5,Good,E,SI2,63.9,58,9072,7.26,7.21,4.62
0.3,Very Good,G,IF,61.4,59,831,4.27,4.3,2.63
0.34,Premium,E,SI1,61.8,58,596,4.47,4.5,2.77
1.53,Ideal,H,SI1,62.3,57,10153,7.41,7.36,4.6
0.31,Premium,G,VS2,60.7,61,698,4.37,4.33,2.64
1.1,Very Good,D,VVS2,61.7,56,11132,6.64,6.65,4.1
0.7,Very Good,G,VS2,62.7,57,2507,5.65,5.7,3.56
1.2,Very Good,I,VS1,63.1,58,5322,6.7,6.62,4.2
0.54,Ideal,D,VS1,61.4,53,1955,5.28,5.3,3.25
1.52,Good,H,SI1,63.6,57,9898,7.25,7.3,4.63
0.54,Premium,D,VS2,61.7,58,1993,5.24,5.16,3.21
1.51,Good,H,VS1,59.9,61,10129,7.34,7.39,4.41
3,Very Good,H,I1,63.1,55,6512,9.23,9.1,5.77
0.31,Ideal,G,VS2,61.6,55,698,4.39,4.37,2.7
0.8,Premium,F,SI2,61,57,2797,6.03,6.01,3.67
1.11,Very Good,F,VS1,62.1,58,8233,6.63,6.7,4.14
0.74,Very Good,F,VS2,61.3,61,2775,5.8,5.84,3.57
1.22,Premium,H,VS2,60.9,58,6354,6.89,6.86,4.19
1.31,Ideal,G,VS1,62,58,10359,6.97,7.02,4.34
1.5,Ideal,F,VS2,62.4,55,14199,7.31,7.25,4.54
0.7,Very Good,E,SI1,62.5,59,2617,5.66,5.7,3.55
